-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.439738199,-0.147444622,1
1.024826945,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,1.128918382,-0.147444622,1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,0.736754237,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.439738199,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,2.559873001,1,,,,-0.439738199,-0.147444622,1
1.024826945,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.047574054,-0.147444622,1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,1.521082527,-0.147444622,1
1.024826945,-0.147444622,-1,,,,,1.024826945,13.35457797,1,,,,-0.047574054,-0.147444622,1
-0.777700977,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,1.128918382,-0.147444622,-1
-0.417195392,-0.147444622,-1,,,,,-1.138206561,-0.147444622,1,,,,2.305410817,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.047574054,-0.147444622,1
1.024826945,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.439738199,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,0.837942841,1,,,,-0.439738199,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,0.444760011,1,,,,1.128918382,-0.147444622,1
-1.138206561,-0.147444622,-1,,,,,-0.417195392,-0.147444622,1,,,,-0.439738199,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.047574054,-0.147444622,-1
1.024826945,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,1.128918382,-0.147444622,1
-0.417195392,-0.147444622,-1,,,,,0.303815776,-0.147444622,1,,,,1.128918382,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,0.736754237,-0.147444622,1
-1.138206561,-0.147444622,-1,,,,,1.024826945,0.890601255,1,,,,-0.439738199,-0.147444622,-1
0.303815776,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.439738199,-0.147444622,1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.047574054,-0.147444622,1
1.024826945,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,1.128918382,-0.147444622,-1
-0.417195392,-0.147444622,-1,,,,,-0.777700977,1.272982359,1,,,,1.913246672,-0.147444622,1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.439738199,0.890601255,1
1.024826945,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-2.00839478,-0.147444622,-1
-1.138206561,0.348624649,-1,,,,,1.024826945,-0.147444622,1,,,,-0.047574054,-0.147444622,1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.439738199,-0.147444622,-1
-0.777700977,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,-0.047574054,-0.147444622,-1
-1.138206561,-0.147444622,-1,,,,,1.024826945,-0.147444622,1,,,,1.128918382,-0.147444622,-1
